day,unit_id,plant_name,base_revenue,strat_revenue,delta_revenue,base_clear_periods,strat_clear_periods,base_price,strat_price
20260330,Thermal_27,G19,73.94047418447363,80.06148808697353,6.121013902499897,39,85,253.6534,233.36113
20260330,Thermal_28,G19,73.94047418447363,80.06148808697353,6.121013902499897,39,85,253.6534,233.36113
20260331,Thermal_25,G19,108.97546039263148,115.67135883963127,6.6958984469997915,41,87,253.6534,233.36113
20260331,Thermal_26,G19,108.97546039263148,115.67135883963127,6.6958984469997915,41,87,253.6534,233.36113
20260331,Thermal_27,G19,108.97546039263148,115.67135883963127,6.6958984469997915,41,87,253.6534,233.36113
20260331,Thermal_28,G19,108.97546039263148,115.67135883963127,6.6958984469997915,41,87,253.6534,233.36113
20260401,Thermal_25,G19,53.855713520526365,57.36411622602628,3.5084027054999183,34,63,253.6534,233.36113
20260401,Thermal_26,G19,53.855713520526365,57.36411622602628,3.5084027054999183,34,63,253.6534,233.36113
20260401,Thermal_27,G19,53.855713520526365,57.36411622602628,3.5084027054999183,34,63,253.6534,233.36113
20260401,Thermal_28,G19,53.855713520526365,57.36411622602628,3.5084027054999183,34,63,253.6534,233.36113
